통계표,계정항목,단위,가중치,변환,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25
4.2.1. 소비자물가지수,커피,2020=100,2.6,원자료,133.62,134.59,133.72,133.83,134.74,134.66,139.67,142.87,143.19,142.85,143.2,143.54,143.98
4.2.1. 소비자물가지수,차,2020=100,0.9,원자료,128.34,130.62,127.66,136.17,131.82,122.01,128.25,131.98,127.66,121.06,132.63,131.15,130.44
4.2.1. 소비자물가지수,"생수, 청량음료, 과일주스 및 채소주스",2020=100,6.2,원자료,120.45,122.1,121.63,122.18,122.81,122.13,122.83,123.32,123.26,123.46,123.78,124.01,124.09
4.2.1. 소비자물가지수,주스,2020=100,1.4,원자료,129.56,129.39,129.4,129.99,130.08,130.76,133.47,134.66,135.36,136.19,135.58,135.91,136.26
4.2.1. 소비자물가지수,두유,2020=100,0.8,원자료,126.09,126.1,126.03,130.01,126.11,124.06,119.78,129.32,124.18,125.29,128.38,123.67,124.92
4.2.1. 소비자물가지수,생수,2020=100,1.3,원자료,113.79,117.35,113.56,113.46,116.43,117.4,116.85,116.13,116.55,116.88,117.27,117.41,116.35
4.2.1. 소비자물가지수,기능성음료,2020=100,0.5,원자료,114.5,114.76,115.78,118.44,120.52,120.75,121.08,120.49,120.7,121.16,121.42,121.2,120.94
4.2.1. 소비자물가지수,탄산음료,2020=100,1.6,원자료,115.44,118.83,120.02,120.35,119.6,117.44,120.24,117.83,117.89,116.97,115.71,118.66,119.88
4.2.1. 소비자물가지수,기타음료,2020=100,0.6,원자료,123.56,123.77,123.76,120.08,124.89,122.05,122.26,120.47,123.68,123.63,126.46,126.37,124.36
4.2.1. 소비자물가지수,주류 및 담배,2020=100,15.8,원자료,104.58,104.61,104.69,104.72,104.79,104.75,104.87,104.88,104.91,105.05,105.1,104.87,104.63
4.2.1. 소비자물가지수,주류,2020=100,6.5,원자료,111.82,111.9,112.09,112.17,112.33,112.61,112.91,112.93,113,113.37,113.49,112.9,112.3
4.2.1. 소비자물가지수,주류,2020=100,6.5,원자료,111.82,111.9,112.09,112.17,112.33,112.61,112.91,112.93,113,113.37,113.49,112.9,112.3
4.2.1. 소비자물가지수,소주,2020=100,1.7,원자료,108.29,108.54,108.48,108.48,108.36,108.52,108.49,108.51,108.44,108.64,108.39,108.44,108.52
4.2.1. 소비자물가지수,과실주,2020=100,0.8,원자료,101.4,102,101.99,102.84,105.29,102.67,102.99,102.2,99.68,105.44,102.78,101.99,98.83
4.2.1. 소비자물가지수,맥주,2020=100,3,원자료,112.76,112.97,113,113.01,113.94,114.93,115.64,115.74,115.71,115.87,115.84,116,115.79
4.2.1. 소비자물가지수,막걸리,2020=100,0.5,원자료,122.93,122.94,123.05,123.05,123.23,123.24,123.14,123.14,123.32,123.51,123.19,123.14,123.14
4.2.1. 소비자물가지수,양주,2020=100,0.4,원자료,118.36,115.81,118.76,118.13,108.89,110.8,109.81,111.15,117.86,109.11,118.48,109.34,107.89
4.2.1. 소비자물가지수,약주,2020=100,0.1,원자료,104.82,104.79,105.23,105.06,105.09,105.09,105.18,105.23,105.2,105.22,105.31,105.44,105.57
4.2.1. 소비자물가지수,담배,2020=100,9.3,원자료,100,100,100,100,100,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77
4.2.1. 소비자물가지수,담배,2020=100,9.3,원자료,100,100,100,100,100,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77
4.2.1. 소비자물가지수,담배,2020=100,9.3,원자료,100,100,100,100,100,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77
4.2.1. 소비자물가지수,의류 및 신발,2020=100,49.6,원자료,115.49,115.46,115.86,115.87,115.92,116.23,116.46,116.46,116.48,116.48,117.24,118.17,118.19
4.2.1. 소비자물가지수,의류,2020=100,42.1,원자료,116.22,116.2,116.27,116.28,116.33,116.7,116.96,116.97,117.02,117.02,117.91,119.02,119.03
4.2.1. 소비자물가지수,남자의류,2020=100,7.9,원자료,117.16,117.16,117.16,117.14,117.15,118.18,118.18,118.17,118.23,118.23,118.23,118.96,118.97
4.2.1. 소비자물가지수,남자외의,2020=100,4.4,원자료,119.29,119.29,119.29,119.29,119.29,119.65,119.65,119.65,119.65,119.65,119.65,120.22,120.22
4.2.1. 소비자물가지수,남자상의,2020=100,1.5,원자료,110.74,110.74,110.74,110.74,110.74,113.09,113.09,113.09,113.09,113.09,113.09,115.06,115.06
4.2.1. 소비자물가지수,남자하의,2020=100,1.3,원자료,121.44,121.44,121.44,121.44,121.44,123.64,123.64,123.64,123.64,123.64,123.64,123.64,123.64
4.2.1. 소비자물가지수,남자내의,2020=100,0.7,원자료,109.24,109.29,109.22,109.08,109.14,109.44,109.42,109.28,109.98,110.05,110.06,110.34,110.4
4.2.1. 소비자물가지수,여자의류,2020=100,13.7,원자료,114.66,114.64,114.64,114.61,114.62,114.83,114.8,114.79,114.83,114.83,117.21,117.28,117.29
4.2.1. 소비자물가지수,여자외의,2020=100,6.2,원자료,111.25,111.25,111.25,111.25,111.25,111.25,111.25,111.25,111.25,111.25,115.76,115.76,115.76
4.2.1. 소비자물가지수,원피스,2020=100,1.8,원자료,126.92,126.92,126.92,126.92,126.92,126.92,126.92,126.92,126.92,126.92,126.92,127.51,127.51
4.2.1. 소비자물가지수,여자상의,2020=100,1.5,원자료,114.38,114.38,114.38,114.38,114.38,114.6,114.6,114.6,114.6,114.6,117.44,117.44,117.44
4.2.1. 소비자물가지수,여자하의,2020=100,2.4,원자료,119.02,119.02,119.02,119.02,119.02,119.02,119.02,119.02,119.02,119.02,119.02,119.02,119.02
4.2.1. 소비자물가지수,여자내의,2020=100,1.8,원자료,108.34,108.25,108.25,107.96,108.06,109.49,109.25,109.19,109.52,109.52,109.58,109.57,109.63
4.2.1. 소비자물가지수,캐쥬얼의류,2020=100,12.9,원자료,116.31,116.2,116.31,116.31,116.31,116.45,117.33,117.33,117.33,117.33,117.6,119.5,119.5
4.2.1. 소비자물가지수,점퍼,2020=100,3.3,원자료,113.42,113.42,113.42,113.42,113.42,113.42,113.42,113.42,113.42,113.42,114.47,120.59,120.59
4.2.1. 소비자물가지수,티셔츠,2020=100,4.6,원자료,123.77,123.77,123.77,123.77,123.77,123.77,123.77,123.77,123.77,123.77,123.77,123.77,123.77
4.2.1. 소비자물가지수,스웨터,2020=100,0.6,원자료,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,119.65,118.73,118.73
4.2.1. 소비자물가지수,청바지,2020=100,1.6,원자료,118.34,118.34,118.34,118.34,118.34,118.34,118.34,118.34,118.34,118.34,118.34,121.22,121.22
4.2.1. 소비자물가지수,운동복,2020=100,2.3,원자료,105.04,104.42,105.04,105.04,105.04,105.04,109.77,109.77,109.77,109.77,109.77,109.77,109.77
4.2.1. 소비자물가지수,등산복,2020=100,0.5,원자료,103.46,103.46,103.46,103.46,103.46,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81
4.2.1. 소비자물가지수,아동복 · 유아복,2020=100,4.6,원자료,117.31,117.31,117.31,117.31,117.31,117.84,117.84,117.84,117.84,117.84,117.84,120.61,120.61
4.2.1. 소비자물가지수,유아동복,2020=100,4.6,원자료,117.31,117.31,117.31,117.31,117.31,117.84,117.84,117.84,117.84,117.84,117.84,120.61,120.61
4.2.1. 소비자물가지수,기타의류 및 의류 장신구,2020=100,1.7,원자료,111.51,111.46,111.38,111.44,111.36,111.34,111.38,111.34,111.46,111.32,111.35,112.36,112.36
4.2.1. 소비자물가지수,양말,2020=100,0.9,원자료,104.22,104.14,103.99,104.07,103.92,103.87,103.9,103.81,104.05,103.77,103.82,104.13,104.14
4.2.1. 소비자물가지수,모자,2020=100,0.6,원자료,113.28,113.28,113.28,113.28,113.28,113.28,113.28,113.28,113.28,113.28,113.28,113.28,113.28
4.2.1. 소비자물가지수,장갑,2020=100,0.2,원자료,147.88,147.74,147.74,147.91,147.92,147.95,148.17,148.25,148.23,148.23,148.26,156.26,156.18
4.2.1. 소비자물가지수,"의류 세탁, 수선 및 임차",2020=100,1.3,원자료,127.51,128.03,129.55,130.19,132.06,132.32,132.51,133.02,133.43,133.5,134.38,135.31,135.65
4.2.1. 소비자물가지수,의복수선료,2020=100,0.2,원자료,120.14,120.38,121.83,122.26,122.65,123.37,123.37,123.37,123.88,123.98,124.38,124.74,125.11
4.2.1. 소비자물가지수,세탁료,2020=100,1.1,원자료,128.79,129.36,130.9,131.57,133.71,133.89,134.11,134.73,135.11,135.18,136.14,137.18,137.52
4.2.1. 소비자물가지수,신발,2020=100,7.5,원자료,111.39,111.39,113.59,113.6,113.61,113.62,113.62,113.63,113.47,113.47,113.47,113.47,113.48
4.2.1. 소비자물가지수,신발,2020=100,7.5,원자료,111.39,111.39,113.59,113.6,113.61,113.62,113.62,113.63,113.47,113.47,113.47,113.47,113.48
4.2.1. 소비자물가지수,아동화,2020=100,0.9,원자료,116.17,116.17,116.17,116.17,116.17,116.17,116.17,116.17,116.17,116.17,116.17,116.17,116.17
4.2.1. 소비자물가지수,구두,2020=100,2,원자료,113.86,113.86,113.86,113.86,113.86,113.86,113.86,113.86,113.25,113.25,113.25,113.25,113.25
4.2.1. 소비자물가지수,운동화,2020=100,4.4,원자료,107.8,107.8,111.42,111.42,111.42,111.42,111.42,111.42,111.42,111.42,111.42,111.42,111.42
4.2.1. 소비자물가지수,실내화,2020=100,0.2,원자료,125.92,125.95,125.84,126.35,126.87,127.24,127.19,127.45,127.6,127.54,127.58,127.63,127.69
4.2.1. 소비자물가지수,"주택, 수도, 전기 및 연료",2020=100,171.6,원자료,115.67,115.87,116.47,116.25,116.24,116.47,116.56,115.16,115.37,116.71,116.94,116.89,117.12
4.2.1. 소비자물가지수,주택임차료,2020=100,99.1,원자료,104.33,104.39,104.45,104.52,104.6,104.67,104.74,104.85,104.93,104.99,105.05,105.15,105.24
4.2.1. 소비자물가지수,주택임차료,2020=100,99.1,원자료,104.33,104.39,104.45,104.52,104.6,104.67,104.74,104.85,104.93,104.99,105.05,105.15,105.24
4.2.1. 소비자물가지수,전세,2020=100,54.2,원자료,104.68,104.7,104.75,104.76,104.81,104.86,104.91,105.05,105.14,105.17,105.21,105.32,105.4
4.2.1. 소비자물가지수,월세,2020=100,44.9,원자료,103.84,103.96,104.03,104.19,104.32,104.38,104.48,104.56,104.64,104.71,104.79,104.89,105
4.2.1. 소비자물가지수,주거시설 유지·보수,2020=100,9.3,원자료,119.72,120.23,120.47,120.58,120.98,121.14,120.9,121.59,121.7,121.84,122.15,122.35,122.46
4.2.1. 소비자물가지수,주거시설 유지·보수,2020=100,9.3,원자료,119.72,120.23,120.47,120.58,120.98,121.14,120.9,121.59,121.7,121.84,122.15,122.35,122.46
4.2.1. 소비자물가지수,주택수선재료,2020=100,3.4,원자료,119.77,119.86,119.91,119.93,120.02,119.85,118.68,119.79,119.63,119.63,119.95,120.32,120.52
4.2.1. 소비자물가지수,설비수리비,2020=100,5.9,원자료,119.86,120.63,120.96,121.11,121.69,122.03,122.3,122.77,123.01,123.24,123.53,123.65,123.72
4.2.1. 소비자물가지수,수도 및 주거관련 서비스,2020=100,30.6,원자료,120.68,121.38,124.43,122.9,122.49,123.7,124.06,123.74,124.59,124.04,125.05,124.25,125.1
4.2.1. 소비자물가지수,상하수도료,2020=100,7.6,원자료,114.51,117.92,118.15,118.19,118.19,118.67,118.67,118.84,118.68,118.8,118.96,119.21,120.46
4.2.1. 소비자물가지수,상수도료,2020=100,4.5,원자료,112.93,115.8,115.92,115.97,115.97,116.54,116.54,116.82,116.55,116.51,116.76,117.01,117.38
4.2.1. 소비자물가지수,하수도료,2020=100,3.1,원자료,116.95,121.16,121.58,121.58,121.58,121.96,121.96,121.96,121.96,122.33,122.33,122.57,125.15
4.2.1. 소비자물가지수,기타 주거관련 서비스,2020=100,23,원자료,122.81,122.59,126.59,124.53,123.98,125.44,125.92,125.44,126.62,125.86,127.16,126,126.71
4.2.1. 소비자물가지수,공동주택관리비,2020=100,21.8,원자료,123.79,123.49,127.73,125.53,124.95,126.48,126.99,126.46,127.72,126.92,128.29,127.06,127.81
4.2.1. 소비자물가지수,쓰레기봉투료,2020=100,0.7,원자료,105.34,106.25,106.25,106.25,106.25,106.23,106.23,106.23,106.23,106.23,106.23,106.23,106.23
4.2.1. 소비자물가지수,정화조청소료,2020=100,0.5,원자료,110.9,112.42,112.47,113.02,113.18,113.3,113.3,114.07,114.31,114.31,114.31,114.31,114.31
4.2.1. 소비자물가지수,"전기, 가스 및 기타연료",2020=100,32.6,원자료,146.47,146.54,146.64,146.61,146.53,146.46,146.4,138.17,138.21,146.12,146.14,146.24,146.34
4.2.1. 소비자물가지수,전기,2020=100,16.1,원자료,142.78,142.78,142.78,142.78,142.78,142.78,142.78,126.47,126.47,142.16,142.16,142.16,142.16
4.2.1. 소비자물가지수,전기료,2020=100,16.1,원자료,142.78,142.78,142.78,142.78,142.78,142.78,142.78,126.47,126.47,142.16,142.16,142.16,142.16
4.2.1. 소비자물가지수,가스,2020=100,12.4,원자료,145.3,145.26,145.34,145.33,145.34,145.34,145.3,145.41,145.56,145.4,145.41,145.42,145.44
4.2.1. 소비자물가지수,도시가스,2020=100,11.5,원자료,145.66,145.63,145.63,145.63,145.63,145.63,145.63,145.85,146.03,146.05,146.05,146.1,146.1
4.2.1. 소비자물가지수,취사용LPG,2020=100,0.9,원자료,136.16,135.99,137.47,137.31,137.49,137.48,136.71,135.07,134.49,131.7,131.78,131.35,131.68
4.2.1. 소비자물가지수,기타연료 및 에너지,2020=100,4.1,원자료,165.45,166.31,166.94,166.68,165.8,165.08,164.68,164.86,164.68,164.62,164.87,165.77,166.65
4.2.1. 소비자물가지수,등유,2020=100,2.4,원자료,154.48,155.94,157.41,156.83,154.89,153.78,152.7,152.73,152.51,152.22,152.71,154.41,156.48
4.2.1. 소비자물가지수,지역난방비,2020=100,1.6,원자료,162.99,162.99,162.99,162.99,162.99,162.99,162.99,163.42,163.43,163.43,163.43,163.43,163.43
4.2.1. 소비자물가지수,부탄가스,2020=100,0.1,원자료,139.24,144.27,140.3,141.64,144.65,138.98,144.19,142.14,139.54,142.66,142.48,144.17,138.56
4.2.1. 소비자물가지수,가정용품 및 가사 서비스,2020=100,45.6,원자료,115.84,116.17,116.61,116.27,117.97,118.15,119.41,119.32,119.67,118.69,118.03,118.19,118.98
4.2.1. 소비자물가지수,"가구, 가사비품 및 카페트",2020=100,8.7,원자료,127.98,127.97,129.68,128.5,131.08,131.37,130.65,131.65,132.23,131.8,129.82,130.79,132.13
4.2.1. 소비자물가지수,"가구, 가사비품 및 카페트",2020=100,8.7,원자료,127.98,127.97,129.68,128.5,131.08,131.37,130.65,131.65,132.23,131.8,129.82,130.79,132.13
4.2.1. 소비자물가지수,장롱,2020=100,1.3,원자료,120.96,120.96,120.96,124.61,124.61,124.61,124.61,124.61,124.61,124.61,124.61,124.61,124.61
4.2.1. 소비자물가지수,침대,2020=100,2.7,원자료,125.3,125.3,127.77,127.77,127.77,127.77,127.77,127.77,127.77,127.77,127.77,127.77,127.77
4.2.1. 소비자물가지수,거실장,2020=100,0.4,원자료,122.26,122.26,122.26,125.54,125.54,125.54,125.54,125.54,125.94,125.94,125.94,125.94,125.94
4.2.1. 소비자물가지수,소파,2020=100,1.3,원자료,127.32,127.32,131.05,125.16,131.05,131.05,131.05,131.05,133.29,133.29,124.84,125.82,133.29
4.2.1. 소비자물가지수,책상,2020=100,0.4,원자료,113.17,113.17,130.81,131.16,131.16,131.16,131.16,131.16,129.65,129.65,129.65,129.65,129.65
4.2.1. 소비자물가지수,의자,2020=100,0.4,원자료,114.1,114.11,113.79,113.64,107.38,107.4,107.42,112.39,116.45,116.49,116.57,116.58,116.46
4.2.1. 소비자물가지수,식탁,2020=100,0.9,원자료,122.49,122.49,126.17,126.17,126.17,126.17,126.17,126.17,126.55,126.55,124.26,124.26,126.55
4.2.1. 소비자물가지수,싱크대,2020=100,1.3,원자료,153.42,153.29,147.48,140.17,154.46,156.51,151.3,156.86,157.27,154.06,150.83,156.82,156.52
4.2.1. 소비자물가지수,가정용 섬유제품,2020=100,3,원자료,110.55,115.16,115.52,115.54,115.56,115.58,115.61,115.16,115.56,115.59,115.69,115.68,115.71
4.2.1. 소비자물가지수,가정용 섬유제품,2020=100,3,원자료,110.55,115.16,115.52,115.54,115.56,115.58,115.61,115.16,115.56,115.59,115.69,115.68,115.71
4.2.1. 소비자물가지수,침구,2020=100,2.6,원자료,111.15,116.5,116.88,116.88,116.88,116.88,116.88,116.88,116.88,116.88,117.05,117.05,117.05
4.2.1. 소비자물가지수,커튼,2020=100,0.4,원자료,106.85,106.69,106.98,107.09,107.26,107.43,107.68,104.23,107.28,107.5,107.14,107.01,107.25
4.2.1. 소비자물가지수,가정용 기기,2020=100,16.7,원자료,103.63,103.46,103.09,103.65,105.38,105.4,108.51,108.33,108.46,106.38,106.33,105.3,106.58
4.2.1. 소비자물가지수,가정용 기구,2020=100,11.8,원자료,101.45,101.08,100.57,101.23,102.25,101.95,103.28,103.03,103.22,102.94,102.97,101.54,102.5
4.2.1. 소비자물가지수,전기밥솥,2020=100,0.5,원자료,102.96,104.41,104.69,103.77,102.99,99.13,101.9,99.52,99.25,99.82,99.81,101,102.31
4.2.1. 소비자물가지수,가스레인지,2020=100,0.4,원자료,110.81,108.56,107.85,108.56,108.42,107.71,109.05,108.39,108.67,108.96,108.23,108.7,108.54
4.2.1. 소비자물가지수,전자레인지,2020=100,0.1,원자료,96.98,97.54,97.11,97,97.53,99.37,99.7,99.61,99.54,99.29,99.47,100.24,99.45
4.2.1. 소비자물가지수,전기레인지,2020=100,0.2,원자료,107.36,107.61,103.91,104.32,104.57,101.5,99.88,99.54,99.43,101.56,99.8,99.69,98.81
4.2.1. 소비자물가지수,냉장고,2020=100,2.4,원자료,99.7,99.71,99.67,100.8,100.64,101.46,102.87,103.19,103.47,102.05,103.27,93.49,100.15
4.2.1. 소비자물가지수,김치냉장고,2020=100,1.1,원자료,104.04,103.59,102.45,102.45,102.45,102.45,102.45,102.45,102.45,102.83,102.99,109.8,104.87
4.2.1. 소비자물가지수,에어컨,2020=100,1.5,원자료,106.27,106.27,106.27,106.27,115.02,115.02,115.74,114.29,114.05,113.37,113.37,113.37,113.37
4.2.1. 소비자물가지수,선풍기,2020=100,0.4,원자료,93.31,93.31,93.31,93.31,83.89,83.84,84.29,83.68,94.03,94,94,94,94
4.2.1. 소비자물가지수,공기청정기,2020=100,0.6,원자료,91.55,91.92,92.03,90.69,90,88.09,89.12,91.84,90.69,91.6,91.39,90.79,90.52
4.2.1. 소비자물가지수,세탁기,2020=100,1,원자료,94.45,93.91,94.97,96.71,96.16,96.15,95.94,97.75,96.92,98.17,98.35,97.85,99.28
4.2.1. 소비자물가지수,의류건조기,2020=100,1.1,원자료,101.98,101.49,101.75,102.05,102.74,102.52,104.62,103.97,103.61,103.49,102.94,102.85,102.86
4.2.1. 소비자물가지수,식기세척기,2020=100,0.2,원자료,99.89,99.39,99.38,102.53,101.61,105.45,104.92,102.39,103.58,99.51,99.6,101.32,100.74
4.2.1. 소비자물가지수,청소기,2020=100,1.1,원자료,97.91,95.4,95.27,96.42,96.77,96.91,103.34,102.45,102.52,102.17,100.17,97.24,98.6
4.2.1. 소비자물가지수,소형주방가전,2020=100,0.8,원자료,112.61,112.82,105.78,108.31,113.34,110.21,109.44,107.86,107.1,106.09,107.31,109.33,106.63
4.2.1. 소비자물가지수,보온매트,2020=100,0.4,원자료,109.39,109.39,109.39,109.39,109.39,109.39,109.39,109.39,109.39,109.39,109.39,109.7,109.7
4.2.1. 소비자물가지수,가정용 기구 수리서비스,2020=100,4.9,원자료,109.47,109.79,109.79,110.07,113.54,114.36,121.87,121.87,121.87,115.31,115.03,115.03,117.11
4.2.1. 소비자물가지수,가전제품수리비,2020=100,2.4,원자료,126.95,127.63,127.63,128.24,135.63,135.63,150.43,150.43,150.43,135.63,135.63,135.63,140.08
4.2.1. 소비자물가지수,가전제품렌탈비,2020=100,2.5,원자료,93.88,93.88,93.88,93.88,93.88,95.43,96.51,96.51,96.51,97.21,96.69,96.69,96.69
4.2.1. 소비자물가지수,주방용품 및 가정용품,2020=100,4,원자료,121.1,118.21,119.8,117.58,117.72,122.48,120.59,122.37,121.19,120.62,121.01,121.8,121.22
4.2.1. 소비자물가지수,주방용품 및 가정용품,2020=100,4,원자료,121.1,118.21,119.8,117.58,117.72,122.48,120.59,122.37,121.19,120.62,121.01,121.8,121.22
4.2.1. 소비자물가지수,식기,2020=100,0.8,원자료,122.76,115.74,121.26,120.92,114.36,121.38,123.31,124.85,125.55,122.25,125.42,120.57,121.29
4.2.1. 소비자물가지수,컵,2020=100,0.5,원자료,102.58,107.4,105.26,100.54,107.27,108.62,101.82,106.87,106.12,107.69,109.05,106.76,108.52
4.2.1. 소비자물가지수,솥,2020=100,0.2,원자료,122.57,122.61,122.75,122.78,117.74,122.88,122.91,110.54,123.08,124.93,122.04,125.56,125.76
4.2.1. 소비자물가지수,프라이팬,2020=100,0.6,원자료,125.3,120.39,124.21,123.01,122.83,130.59,127.42,132.79,125.9,121.4,123.09,128.37,122.81
4.2.1. 소비자물가지수,냄비,2020=100,0.5,원자료,126.48,117.7,120.96,117.07,113.15,128.13,125.5,131.22,127.92,122.59,127.45,126.94,129.81
4.2.1. 소비자물가지수,수저,2020=100,0.3,원자료,112.01,107.85,114.26,111.34,112.89,114.23,111.4,114.59,114.46,110.2,110,111.43,113.8
4.2.1. 소비자물가지수,밀폐용기,2020=100,0.7,원자료,128.6,127.79,123.34,121.06,127.69,125.36,124,121.66,119.49,127.53,121.27,127.25,123.4
4.2.1. 소비자물가지수,부엌용용구,2020=100,0.4,원자료,119.45,120.85,121.14,118.55,119.28,121.79,120.42,120.95,120.37,121.3,120.61,121.55,121.19
4.2.1. 소비자물가지수,가정·정원용 공구 및 장비,2020=100,3.1,원자료,117.84,117.91,118.67,118.76,119.2,116.88,118.5,118.69,119.36,119.63,117.5,119.4,119.94
4.2.1. 소비자물가지수,가정·정원용 공구 및 장비,2020=100,3.1,원자료,117.84,117.91,118.67,118.76,119.2,116.88,118.5,118.69,119.36,119.63,117.5,119.4,119.94
4.2.1. 소비자물가지수,보일러,2020=100,1.5,원자료,120.79,120.8,120.81,120.79,120.84,120.35,120.33,120.33,120.35,120.36,120.42,120.41,120.43
4.2.1. 소비자물가지수,건전지,2020=100,0.3,원자료,136.72,138.31,136.7,137.73,140.64,140.66,142.73,138.49,141.46,142.7,141.48,143.52,140.98
4.2.1. 소비자물가지수,소형가사용품,2020=100,1.3,원자료,108.91,108.71,110.76,110.75,111.05,106.34,109.56,110.93,111.76,112.08,107.46,111.33,113.08
4.2.1. 소비자물가지수,일상 생활용품 및 가사 서비스,2020=100,10.1,원자료,127.22,128.83,129.11,128.36,130.8,130.16,131.2,129.66,130.69,130.44,129.57,130.5,130.74
4.2.1. 소비자물가지수,비내구성 가정용품,2020=100,5.1,원자료,128.18,130.55,130.63,128.77,132.55,131.23,133.22,130,132,131.41,129.48,131.15,131.6
4.2.1. 소비자물가지수,세탁세제,2020=100,1.7,원자료,129.86,131.49,130.52,127.38,135.02,136.01,138.28,130.35,131.65,131.41,127.03,130.63,130.85
4.2.1. 소비자물가지수,섬유유연제,2020=100,0.1,원자료,141.24,147.48,145.3,144.56,139.39,136.21,147.19,145.49,152.79,147.8,155.36,151.6,150.88
4.2.1. 소비자물가지수,전구,2020=100,0.2,원자료,107.81,107.82,104.71,108.11,108.11,107.3,100.75,106.71,108.53,106.96,107.55,108.42,109.41
4.2.1. 소비자물가지수,부엌용세제,2020=100,0.6,원자료,119.35,120.5,120.46,118.7,119.69,118.96,119.51,118.79,127.22,125.12,125.15,122.82,120.78
4.2.1. 소비자물가지수,청소용세제,2020=100,0.2,원자료,128.5,129.51,130.33,133.44,135.29,135.75,136.29,136.94,137.43,137.74,137.53,137.67,137.88
4.2.1. 소비자물가지수,살충제,2020=100,0.3,원자료,131.31,131.28,131.87,132.22,132.75,131.51,127.9,129.02,125.93,126.33,126.32,126.94,127.33
4.2.1. 소비자물가지수,가정용비닐용품,2020=100,0.6,원자료,131.43,132.35,135.61,136.4,136.36,133.99,136.53,132.77,136.47,134.86,137.41,137.52,137.95
4.2.1. 소비자물가지수,키친타월,2020=100,1,원자료,128.33,136.37,136.1,130.4,136.5,130.33,135.55,135.29,136.43,136.32,130.07,134.12,136.45
4.2.1. 소비자물가지수,방향제,2020=100,0.3,원자료,130.77,131.83,132.36,134.26,134.78,135.19,137.13,136.02,133.33,133.59,134.28,135.38,134.37
