통계표,계정항목,단위,가중치,변환,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25
4.2.1. 소비자물가지수,습기제거제,2020=100,0.1,원자료,148.6,141.4,148.68,149.23,145.74,144.97,145.7,135.15,134.32,137.14,147.34,143.01,149.44
4.2.1. 소비자물가지수,가구내 고용 및 가사 서비스,2020=100,5,원자료,126.26,127.11,127.58,127.97,129.04,129.09,129.18,129.32,129.38,129.47,129.66,129.86,129.88
4.2.1. 소비자물가지수,가사도우미료,2020=100,2.4,원자료,117.57,118.14,118.41,118.77,120.21,120.21,120.21,120.33,120.37,120.47,120.78,120.94,120.93
4.2.1. 소비자물가지수,간병도우미료,2020=100,2.6,원자료,134.6,135.71,136.38,136.79,137.49,137.6,137.78,137.95,138.01,138.1,138.17,138.4,138.47
4.2.1. 소비자물가지수,보건,2020=100,84,원자료,104.56,105.42,105.43,105.45,105.53,105.56,105.54,105.5,105.56,105.49,105.6,105.66,105.57
4.2.1. 소비자물가지수,의료용품 및 장비,2020=100,35.3,원자료,102.69,102.84,102.85,102.87,102.94,103.01,102.94,102.77,102.92,102.7,102.86,102.94,102.67
4.2.1. 소비자물가지수,의약품,2020=100,25,원자료,104.52,104.75,104.86,104.92,104.93,104.96,104.7,104.7,104.77,104.74,104.96,104.95,104.68
4.2.1. 소비자물가지수,감기약,2020=100,0.4,원자료,127.05,127.14,127.39,127.47,127.59,127.74,127.93,127.99,128.25,128.3,128.31,128.4,128.66
4.2.1. 소비자물가지수,진통제,2020=100,0.4,원자료,119.53,119.68,119.74,119.73,119.61,119.64,119.69,119.69,119.76,119.68,119.61,119.48,119.4
4.2.1. 소비자물가지수,소화제,2020=100,0.3,원자료,120.53,121.02,121.38,121.57,121.92,122.11,122.64,122.72,122.98,123.33,123.48,123.6,123.62
4.2.1. 소비자물가지수,위장약,2020=100,0.2,원자료,110.06,110.07,110.18,110.59,110.72,110.72,110.72,106.85,106.78,106.88,106.82,106.98,107.03
4.2.1. 소비자물가지수,진해거담제,2020=100,0.2,원자료,110.96,111.07,111.46,112.31,112.4,112.46,112.8,113.32,113.37,113.54,113.55,113.71,113.76
4.2.1. 소비자물가지수,소염진통제,2020=100,0.6,원자료,114.68,114.74,114.76,115,115.27,115.43,115.45,115.46,115.44,115.55,115.54,115.54,115.53
4.2.1. 소비자물가지수,피부질환제,2020=100,0.3,원자료,112.4,112.73,113.12,113.42,113.69,113.89,113.9,113.89,114.08,114.18,114.22,114.34,114.41
4.2.1. 소비자물가지수,치과구강용약,2020=100,0.3,원자료,112.17,112.25,112.27,112.24,112.3,112.25,112.25,112.27,112.23,112.15,112.15,112.18,112.14
4.2.1. 소비자물가지수,조제약,2020=100,5.8,원자료,94.28,94.28,94.28,94.28,94.25,94.25,94.03,93.58,93.49,93.3,93.3,93.21,92.95
4.2.1. 소비자물가지수,한방약,2020=100,2.7,원자료,130.33,130.61,131.36,131.47,132.07,132.13,132.42,132.48,132.65,132.78,133.11,133.17,133.32
4.2.1. 소비자물가지수,인삼,2020=100,0.3,원자료,95.59,95.93,96.61,97.01,97.75,97.99,98.84,99.14,99.64,99.67,99.51,99.52,99.86
4.2.1. 소비자물가지수,홍삼,2020=100,1.1,원자료,106.57,106.57,106.57,106.57,106.57,106.57,106.57,106.57,106.57,106.57,111.11,111.11,111.11
4.2.1. 소비자물가지수,비타민제,2020=100,1.2,원자료,112.46,112.47,112.51,112.6,112.62,112.52,112.51,112.54,112.51,112.46,112.31,112.37,112.35
4.2.1. 소비자물가지수,건강기능식품,2020=100,6.5,원자료,104.02,104.02,104.02,104.02,104.02,104.02,103.01,103.79,104.02,104.02,104.02,104.02,103.34
4.2.1. 소비자물가지수,유산균,2020=100,1.2,원자료,97.83,101.54,101.73,102.1,101.51,101.99,102.37,101.99,101.89,102.37,102.26,102.38,102
4.2.1. 소비자물가지수,병원약품,2020=100,3.5,원자료,94.21,94.21,94.21,94.21,93.89,93.88,93.71,93.28,93.29,93.13,93.13,93.07,92.81
4.2.1. 소비자물가지수,의료용품 및 치료기기,2020=100,10.3,원자료,98.62,98.58,98.34,98.27,98.47,98.65,99.03,98.46,98.78,98.11,98.13,98.42,98.17
4.2.1. 소비자물가지수,종이기저귀,2020=100,1.4,원자료,115.21,115.36,115.09,114.36,114.97,114.74,116.45,116.16,116.74,116.33,115.94,116.07,116.68
4.2.1. 소비자물가지수,생리대,2020=100,1,원자료,119.77,123.37,120.84,119.45,118.77,121.01,122.04,115.22,120.04,120.17,120.46,111.57,118.81
4.2.1. 소비자물가지수,마스크,2020=100,1.6,원자료,70.57,70.58,70.52,70.66,70.89,70.89,71.28,71.06,71.07,71.04,70.9,71.09,71.12
4.2.1. 소비자물가지수,반창고,2020=100,0.1,원자료,101.74,101.93,101.96,101.96,102.05,102.07,102.1,102.17,102.13,102.24,102.13,102.13,102.07
4.2.1. 소비자물가지수,안경,2020=100,1,원자료,101.25,101.31,101.45,101.58,101.55,101.3,101.52,101.52,101.48,101.56,101.48,101.63,101.78
4.2.1. 소비자물가지수,콘택트렌즈,2020=100,1.4,원자료,98.73,98.94,99,99.2,98.78,99.11,98.98,99.57,100.36,101.22,101.81,101.49,101.93
4.2.1. 소비자물가지수,의료측정기,2020=100,0.2,원자료,98.76,98.54,98.53,98.74,98.77,98.54,98.52,98.77,98.42,98.4,98.43,98.43,98.19
4.2.1. 소비자물가지수,보청기,2020=100,0.6,원자료,101.95,101.95,101.95,102.88,102.88,102.88,102.88,102.88,102.88,102.88,102.88,102.88,102.88
4.2.1. 소비자물가지수,건강기기렌탈비,2020=100,1.5,원자료,106.52,106.52,106.52,106.52,106.52,106.52,106.52,106.52,104.6,98.88,98.88,106.52,98.88
4.2.1. 소비자물가지수,치료재료,2020=100,1.5,원자료,104.31,101.55,101.55,101.55,102.98,102.98,102.98,102.98,102.98,103.02,103.02,103.02,103.04
4.2.1. 소비자물가지수,외래환자 서비스,2020=100,37.4,원자료,107.64,109.09,109.1,109.16,109.26,109.25,109.29,109.35,109.35,109.41,109.5,109.56,109.6
4.2.1. 소비자물가지수,의료서비스,2020=100,24.5,원자료,108.68,109.96,109.96,109.97,109.99,109.99,110,110.02,110.02,110.02,110.02,110.02,110.01
4.2.1. 소비자물가지수,외래진료비,2020=100,20.5,원자료,108.22,109.26,109.26,109.26,109.26,109.26,109.26,109.26,109.26,109.26,109.26,109.26,109.26
4.2.1. 소비자물가지수,건강검진비,2020=100,1.2,원자료,105.92,106.41,106.25,106.54,106.86,106.86,107.11,107.57,107.57,107.64,107.64,107.64,107.3
4.2.1. 소비자물가지수,한방진료비,2020=100,1,원자료,113.18,117.29,117.29,117.29,117.29,117.29,117.29,117.29,117.29,117.29,117.29,117.29,117.29
4.2.1. 소비자물가지수,약국조제료,2020=100,1.8,원자료,112.85,116.03,116.03,116.03,116.03,116.03,116.03,116.03,116.03,116.03,116.03,116.03,116.03
4.2.1. 소비자물가지수,기타의료서비스,2020=100,12.9,원자료,105.87,107.62,107.67,107.77,108.04,108,108.1,108.24,108.23,108.4,108.64,108.83,108.98
4.2.1. 소비자물가지수,치과진료비,2020=100,6.1,원자료,109.43,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96
4.2.1. 소비자물가지수,치과보철료,2020=100,6.8,원자료,102.55,102.74,102.82,103.03,103.52,103.45,103.63,103.91,103.9,104.19,104.66,105.01,105.3
4.2.1. 소비자물가지수,병원 서비스,2020=100,11.3,원자료,100.93,102.07,102.09,102.1,102.1,102.1,102.1,102.11,102.11,102.11,102.11,102.11,102.12
4.2.1. 소비자물가지수,병원 서비스,2020=100,11.3,원자료,100.93,102.07,102.09,102.1,102.1,102.1,102.1,102.11,102.11,102.11,102.11,102.11,102.12
4.2.1. 소비자물가지수,입원진료비,2020=100,10.2,원자료,106.75,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97,107.97
4.2.1. 소비자물가지수,병원검사료,2020=100,1.1,원자료,61.37,62.01,62.16,62.18,62.2,62.21,62.23,62.27,62.28,62.3,62.3,62.3,62.32
4.2.1. 소비자물가지수,교통,2020=100,110.6,원자료,114.32,115.62,116.19,115.67,114.55,114.28,114.15,115.82,116.27,115.21,116.4,117.31,117.99
4.2.1. 소비자물가지수,운송장비,2020=100,28.4,원자료,108.24,107.49,107.75,107.88,107.24,107.3,107.43,108.22,108.57,108.64,109.91,109.33,108.21
4.2.1. 소비자물가지수,운송장비,2020=100,28.4,원자료,108.24,107.49,107.75,107.88,107.24,107.3,107.43,108.22,108.57,108.64,109.91,109.33,108.21
4.2.1. 소비자물가지수,소형승용차,2020=100,1,원자료,105,103.41,103.41,103.41,103.41,104.85,104.85,104.85,104.85,104.85,104.85,104.85,104.85
4.2.1. 소비자물가지수,중형승용차,2020=100,1,원자료,105.82,104.38,104.43,104.43,103.02,103.02,103.5,102.8,104.13,104.13,104.18,103.48,103.91
4.2.1. 소비자물가지수,대형승용차,2020=100,3.2,원자료,111.8,110.17,110.17,110.17,109.15,108.63,109.58,109.06,110.6,110.6,110.6,110.09,110.39
4.2.1. 소비자물가지수,경승용차,2020=100,0.6,원자료,105.55,105.55,105.55,105.55,105.55,105.55,106.07,106.71,106.71,106.71,106.71,106.71,106.71
4.2.1. 소비자물가지수,다목적승용차,2020=100,7.7,원자료,112.3,110.79,110.79,110.79,110.79,110.79,110.79,111.09,111.37,111.56,111.56,111.56,111.56
4.2.1. 소비자물가지수,수입승용차,2020=100,9.3,원자료,105.16,105.17,105.6,105.95,105.22,105.62,104.87,107.85,107.3,107.34,111.25,110.1,106.26
4.2.1. 소비자물가지수,전기동력차,2020=100,5.1,원자료,104.42,104.15,104.69,104.69,103.4,103.08,104.33,103.27,104.57,104.59,104.59,103.95,104.33
4.2.1. 소비자물가지수,자전거,2020=100,0.5,원자료,132.15,132.15,133.2,134.16,134.55,134.55,134.66,134.77,134.72,134.71,134.65,134.62,134.58
4.2.1. 소비자물가지수,개인운송장비 운영,2020=100,60.3,원자료,118.3,121.06,122.22,121.03,119.3,118.65,118.34,120.69,120.8,119.28,120.76,122.62,124.38
4.2.1. 소비자물가지수,개인운송장비 연료 및 윤활유,2020=100,43.2,원자료,122.06,126.63,128.62,126.06,122.33,121.92,121.5,124.18,123.86,122.97,123.13,127.77,130.15
4.2.1. 소비자물가지수,휘발유,2020=100,24.1,원자료,118.68,123.03,124.51,121.9,118.11,117.57,117.39,120.27,119.91,119.28,119.4,123.39,125.41
4.2.1. 소비자물가지수,경유,2020=100,16.3,원자료,124.62,130.37,133.26,130.31,126.04,125.41,124.88,128.17,128.29,127.69,128.03,134.64,138.09
4.2.1. 소비자물가지수,자동차용LPG,2020=100,2.8,원자료,133.72,133.81,135.64,135.64,135.61,137.58,135.6,133,130.87,126.08,125.82,125.69,125.66
4.2.1. 소비자물가지수,개인운송장비 소모품 및 유지·수리,2020=100,9.8,원자료,117.41,116.76,117.8,118.04,119.55,119.64,118.85,119.21,119.06,119.11,119.44,119.88,120.27
4.2.1. 소비자물가지수,자동차용품,2020=100,0.9,원자료,115.61,106.5,115.57,112.05,115.61,115.37,105.07,110.96,109.2,109.77,110.63,113.44,116.84
4.2.1. 소비자물가지수,블랙박스,2020=100,0.2,원자료,102.74,102.79,102.94,102.91,102.72,102.66,102.53,102.31,102.19,102.17,102.15,102.06,102.98
4.2.1. 소비자물가지수,자동차타이어,2020=100,0.9,원자료,119.8,119.88,119.8,122.26,123.37,123.37,123.81,121.01,120.97,120.89,120.92,120.97,120.9
4.2.1. 소비자물가지수,자동차수리비,2020=100,6.3,원자료,114.9,115.09,115.27,115.7,117.13,117.27,117.45,117.5,117.51,117.51,117.74,117.95,117.98
4.2.1. 소비자물가지수,엔진오일교체료,2020=100,1,원자료,132.24,132.59,132.78,133.5,134.77,134.91,134.91,135.23,135.29,135.36,135.84,136.06,136.1
4.2.1. 소비자물가지수,세차료,2020=100,0.5,원자료,131.76,132.71,133.66,134.18,134.68,135.09,135.3,135.3,135.42,135.25,136.24,136.74,137.36
4.2.1. 소비자물가지수,개인운송장비 관련 기타 서비스,2020=100,7.3,원자료,96.35,95.46,93.07,96.09,98.98,96.36,97.18,100.5,102.86,96.68,105.29,96.73,97.48
4.2.1. 소비자물가지수,자동차학원비,2020=100,0.5,원자료,113.65,114.01,114.26,114.59,115.03,114.95,115,115,115.21,115.39,115.58,115.51,115.28
4.2.1. 소비자물가지수,주차료,2020=100,1.2,원자료,109.38,109.56,109.88,110.16,111,111.79,111.79,111.79,112.33,112.47,112.59,112.59,112.59
4.2.1. 소비자물가지수,도로통행료,2020=100,1.7,원자료,97.28,97.28,97.28,97.28,97.28,97.28,97.28,97.28,97.28,97.28,97.28,97.28,97.28
4.2.1. 소비자물가지수,승용차임차료,2020=100,3.2,원자료,83.51,81.31,75.69,82.32,88.55,82.3,84.13,91.66,96.79,82.64,102.13,82.66,84.39
4.2.1. 소비자물가지수,대리운전이용료,2020=100,0.4,원자료,133.9,134.4,134.84,135.44,135.44,135.4,135.77,135.88,135.92,135.95,136.26,136.26,136.38
4.2.1. 소비자물가지수,자동차검사료,2020=100,0.3,원자료,100,100,100,100,100,100,100,100,100,100,100,100,100
4.2.1. 소비자물가지수,운송 서비스,2020=100,21.9,원자료,112.6,113.26,112.93,113.06,112.68,112.85,112.77,114.1,115.39,113.92,114.39,115.06,115.64
4.2.1. 소비자물가지수,철도 여객수송,2020=100,3.9,원자료,106.9,106.9,106.9,106.9,106.9,106.9,106.9,111.33,111.33,111.33,111.33,111.33,111.33
4.2.1. 소비자물가지수,열차료,2020=100,1.7,원자료,100,100,100,100,100,100,100,100,100,100,100,100,100
4.2.1. 소비자물가지수,도시철도료,2020=100,2.2,원자료,112.23,112.23,112.23,112.23,112.23,112.23,112.23,120.08,120.08,120.08,120.08,120.08,120.08
4.2.1. 소비자물가지수,도로 여객수송,2020=100,11,원자료,115.37,115.31,115.23,115.42,115.42,115.42,115.42,115.43,115.95,115.98,115.98,118.22,118.22
4.2.1. 소비자물가지수,시내버스료,2020=100,6.8,원자료,112.94,112.84,112.7,112.7,112.7,112.7,112.7,112.72,113.56,113.61,113.61,117.03,117.03
4.2.1. 소비자물가지수,시외버스료,2020=100,1,원자료,110.18,110.18,110.18,110.18,110.18,110.18,110.18,110.18,110.18,110.18,110.18,110.18,110.18
4.2.1. 소비자물가지수,택시료,2020=100,3.2,원자료,122.21,122.21,122.21,122.84,122.84,122.84,122.84,122.84,122.84,122.84,122.84,123.27,123.27
4.2.1. 소비자물가지수,항공 및 수상여객운송,2020=100,4.1,원자료,115.21,119.1,116.86,117.1,114.44,115.57,115.1,118.15,124.61,115.21,118.03,114.88,118.37
4.2.1. 소비자물가지수,국내항공료,2020=100,1,원자료,103.81,107.28,108.19,107.91,102.28,107.28,103.54,105.74,119.82,102.28,109.57,102.28,103.81
4.2.1. 소비자물가지수,국제항공료,2020=100,2.9,원자료,120.39,124.69,121.07,121.39,119.73,118.84,119.63,123.31,127.24,120.3,121.57,119.78,124.37
4.2.1. 소비자물가지수,여객선료,2020=100,0.2,원자료,113.1,114.27,113.73,115.62,114.58,122.35,121.94,121.55,122.94,121.6,122.4,121.94,121.72
4.2.1. 소비자물가지수,기타 여객운송,2020=100,2.9,원자료,119.68,120.18,120.79,120.78,121.1,121.06,120.99,121.12,121.03,121.16,121.32,121.4,121.55
4.2.1. 소비자물가지수,이삿짐운송료,2020=100,1,원자료,126.84,128.27,130.08,129.41,129.99,129.72,129.74,130.09,130.25,130.46,130.95,131.15,131.64
4.2.1. 소비자물가지수,택배이용료,2020=100,1.9,원자료,114.48,114.5,114.48,114.81,115,115.07,114.97,114.97,114.76,114.84,114.84,114.84,114.84
4.2.1. 소비자물가지수,통신,2020=100,46.6,원자료,101.34,101.34,101.34,101.35,101.34,101.34,101.34,101.35,87.87,101.38,101.73,101.73,101.75
4.2.1. 소비자물가지수,우편서비스,2020=100,0.1,원자료,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99
4.2.1. 소비자물가지수,우편서비스,2020=100,0.1,원자료,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99
4.2.1. 소비자물가지수,우편료,2020=100,0.1,원자료,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99
4.2.1. 소비자물가지수,전화 및 팩스장비,2020=100,10.4,원자료,99.63,99.63,99.63,99.64,99.64,99.64,99.64,99.64,99.64,99.64,101.09,101.09,101.09
4.2.1. 소비자물가지수,전화 및 팩스장비,2020=100,10.4,원자료,99.63,99.63,99.63,99.64,99.64,99.64,99.64,99.64,99.64,99.64,101.09,101.09,101.09
4.2.1. 소비자물가지수,휴대전화기,2020=100,10.4,원자료,99.63,99.63,99.63,99.64,99.64,99.64,99.64,99.64,99.64,99.64,101.09,101.09,101.09
4.2.1. 소비자물가지수,전화 및 팩스 서비스,2020=100,36.1,원자료,101.79,101.79,101.79,101.8,101.79,101.78,101.78,101.8,84.17,101.83,101.85,101.85,101.88
4.2.1. 소비자물가지수,전화 및 팩스 서비스,2020=100,36.1,원자료,101.79,101.79,101.79,101.8,101.79,101.78,101.78,101.8,84.17,101.83,101.85,101.85,101.88
4.2.1. 소비자물가지수,유선전화료,2020=100,0.4,원자료,100.24,100.24,100.24,100.24,100.24,100.24,100.24,100.3,100.3,100.37,100.37,100.37,100.37
4.2.1. 소비자물가지수,휴대전화료,2020=100,29.8,원자료,101.93,101.93,101.93,101.94,101.93,101.92,101.92,101.94,80.52,101.98,102,102,102.03
4.2.1. 소비자물가지수,인터넷이용료,2020=100,5.5,원자료,100.62,100.62,100.62,100.62,100.62,100.62,100.62,100.62,100.62,100.62,100.62,100.62,100.62
4.2.1. 소비자물가지수,휴대전화기수리비,2020=100,0.4,원자료,106.34,106.34,106.34,106.34,106.34,106.34,106.34,106.34,106.34,106.34,106.34,106.75,106.75
4.2.1. 소비자물가지수,오락 및 문화,2020=100,62.9,원자료,108.66,109.63,108.89,108.99,109.86,110.14,109.49,110.16,110.38,109.58,110.99,109.66,109.93
4.2.1. 소비자물가지수,"음향, 영상, 사진 및 정보처리 장비",2020=100,7.9,원자료,98.25,98.03,98.2,99.1,99.39,99.76,99.34,99.9,99.27,99.46,99.57,100.19,100.22
4.2.1. 소비자물가지수,영상·음향기기,2020=100,2.8,원자료,90.8,91.32,90.27,89.8,89.23,89.81,88.14,90.1,87.93,89.6,89.2,89.44,88.22
4.2.1. 소비자물가지수,TV,2020=100,1.9,원자료,88.4,88.87,87.51,86.58,85.87,86.69,85.16,87.72,84.78,86.65,85.95,84,82.2
4.2.1. 소비자물가지수,영상음향기기,2020=100,0.9,원자료,96.82,97.43,97.07,97.61,97.33,97.4,95.42,96.03,95.57,96.8,97.09,102.1,102.16
4.2.1. 소비자물가지수,정보처리기기·소모품,2020=100,5.1,원자료,102.3,101.68,102.51,104.17,104.93,105.19,105.44,105.24,105.44,104.84,105.21,106.05,106.77
4.2.1. 소비자물가지수,컴퓨터,2020=100,3,원자료,91.41,90.76,92.08,92.91,93.58,93.74,93.98,93.71,94.04,92.96,92.92,93.92,95.11
4.2.1. 소비자물가지수,컴퓨터수리비,2020=100,0.1,원자료,165.07,165.07,165.07,165.07,171.91,171.91,178.77,178.77,178.77,171.91,171.91,171.91,171.91
4.2.1. 소비자물가지수,휴대용멀티미디어기기,2020=100,1.2,원자료,117.18,117.18,117.18,122.31,122.31,122.31,122.31,122.31,122.31,122.31,124.06,124.06,124.06
4.2.1. 소비자물가지수,컴퓨터소모품,2020=100,0.7,원자료,118.4,116.66,116.97,116.92,116.92,118.2,118.14,117.85,117.85,119.06,119.06,120.89,120.89
4.2.1. 소비자물가지수,저장장치,2020=100,0.1,원자료,131.5,131.24,131.34,131.23,144.31,143.83,143.84,143.74,144.27,144.27,144.31,144.31,144.31
4.2.1. 소비자물가지수,기타 오락 및 문화용 주요 내구재,2020=100,1.4,원자료,109.4,108.65,109.17,108.59,108.49,108.93,109.21,107.9,107.28,106.69,106.73,106.97,106.81
4.2.1. 소비자물가지수,기타 오락 및 문화용 주요 내구재,2020=100,1.4,원자료,109.4,108.65,109.17,108.59,108.49,108.93,109.21,107.9,107.28,106.69,106.73,106.97,106.81
4.2.1. 소비자물가지수,악기,2020=100,0.3,원자료,104.56,104.61,104.67,104.59,104.8,104.82,105.29,105.41,105.2,105.13,105.27,105.52,105.44
4.2.1. 소비자물가지수,헬스기구,2020=100,1.1,원자료,109.91,108.96,109.6,108.89,108.72,109.26,109.49,107.8,107.08,106.36,106.38,106.6,106.43
4.2.1. 소비자물가지수,"기타 오락용품, 조경용품 및 애완동물",2020=100,13.6,원자료,109.26,110.56,110.77,110.65,110.69,111.15,109.82,110.3,110.34,110.44,109.88,110.33,110.56
4.2.1. 소비자물가지수,"기타 오락용품, 조경용품 및 애완동물",2020=100,13.6,원자료,109.26,110.56,110.77,110.65,110.69,111.15,109.82,110.3,110.34,110.44,109.88,110.33,110.56
4.2.1. 소비자물가지수,장난감,2020=100,2.9,원자료,98.26,100.84,101.15,100.82,101.38,101.11,100.46,101.23,101.33,101.19,101.17,100.23,99.46
4.2.1. 소비자물가지수,레저용품,2020=100,1.6,원자료,109.23,109.45,112.81,112.89,112.9,113.04,113.05,113.02,112.91,113,109.68,109.75,109.82
4.2.1. 소비자물가지수,운동용품,2020=100,2.1,원자료,96.35,96.4,95.94,94.1,92.83,93.54,93.54,95.03,94.77,94.55,92.26,92.1,91.72
4.2.1. 소비자물가지수,화초,2020=100,0.7,원자료,146.77,157.04,158.29,148.43,136.01,149.79,129.7,128.27,127.52,132.22,138.86,145.27,154.1
4.2.1. 소비자물가지수,원예용품,2020=100,0.4,원자료,116.38,116.33,116.37,116.8,117.35,117.37,117.37,117.35,117.73,118.17,118.17,118.39,118.39
4.2.1. 소비자물가지수,반려동물용품,2020=100,3.3,원자료,118.04,118.59,117.37,119.69,122.05,121.24,119.72,120.07,120.43,120.18,119.8,121.43,121.7
4.2.1. 소비자물가지수,반려동물관리비,2020=100,2.6,원자료,111.26,111.87,112.17,112.72,113.1,113.06,113.21,113.45,113.5,113.52,113.58,113.63,113.68
4.2.1. 소비자물가지수,오락 및 문화 서비스,2020=100,27.1,원자료,110.64,110.72,110.89,111.07,111.03,111.35,111.71,112.17,112.3,111.84,111.64,111.73,111.68
4.2.1. 소비자물가지수,오락 및 스포츠 서비스,2020=100,11,원자료,112.39,112.38,112.65,113.06,113.14,113.19,113.92,115,115.14,113.73,113.52,113.39,113.24
4.2.1. 소비자물가지수,수영장이용료,2020=100,0.2,원자료,110.92,111.15,111.45,111.64,111.99,111.99,112.49,112.76,113.1,113.1,113.1,113.1,113.1
4.2.1. 소비자물가지수,볼링장이용료,2020=100,0.2,원자료,107.52,108.01,108.07,108.16,108.25,108.29,108.29,107.73,108.38,108.44,108.64,108.68,108.82
4.2.1. 소비자물가지수,헬스클럽이용료,2020=100,1.5,원자료,107.65,107.94,108.46,108.44,108.23,108.23,108.25,108.09,107.99,108.1,108.15,108.27,108.26
4.2.1. 소비자물가지수,골프연습장이용료,2020=100,2.3,원자료,104.99,105.02,105.23,104.98,105.03,104.99,104.98,104.96,104.95,104.62,104.68,104.69,104.65
4.2.1. 소비자물가지수,골프장이용료,2020=100,3,원자료,118.17,117.7,117.69,118.96,119.2,119.2,119.51,118.46,118.36,119.78,119.78,119.78,118.71
4.2.1. 소비자물가지수,당구장이용료,2020=100,0.5,원자료,107.32,107.32,107.41,107.67,107.94,107.94,107.51,107.62,107.89,107.95,108,108.06,108.06
4.2.1. 소비자물가지수,노래방이용료,2020=100,0.5,원자료,121.26,121.29,121.41,122.01,122.22,122.63,122.83,122.83,122.91,122.91,122.91,122.91,122.91
4.2.1. 소비자물가지수,PC방이용료,2020=100,0.3,원자료,114.39,115.11,115.4,115.12,114.36,113.94,114.07,114.31,114.72,115.03,115.36,115.55,115.4
4.2.1. 소비자물가지수,놀이시설이용료,2020=100,2.3,원자료,115.95,116.06,116.54,116.88,116.9,117.12,120.24,126.91,127.52,119.15,117.76,116.91,117.6
4.2.1. 소비자물가지수,운동경기관람료,2020=100,0.2,원자료,122.22,122.64,124.27,125.48,126.89,126.89,127.23,127.32,127.32,126.98,129.4,129.88,129.88
4.2.1. 소비자물가지수,문화 서비스,2020=100,16.1,원자료,109.61,109.76,109.86,109.91,109.78,110.3,110.39,110.43,110.57,110.74,110.52,110.78,110.79
4.2.1. 소비자물가지수,영화관람료,2020=100,1,원자료,128.81,128.81,128.81,128.81,128.81,128.81,128.81,128.81,128.81,128.81,128.81,128.81,128.81
4.2.1. 소비자물가지수,공연예술관람료,2020=100,0.7,원자료,113.19,115.95,117.09,117.09,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39
4.2.1. 소비자물가지수,관람시설이용료,2020=100,0.6,원자료,109.95,110.53,110.53,110.53,111.14,111.14,110.31,111.14,111.14,111.19,111.19,111.19,111.35
